183246276088790646084084882668424662084|20040110110405
95463479933490144640460406420088222862|20040110110405
97405750128704442282208008400426008420|20040110110406,20050210010103
205138931048732404482624246028826486420|20040110110406,20040210110214,20040610060119,20040710030115,20042110010303,20042110010710,20050310110213,20050410010124,20050510010104,20050510010116,20052110011013,20055120230222,20055120370103,20060510010212
12136450760624816048066602046088284066|20040110110406,20040710020206,20050210011018,20050310010113,20050310010632,20050410080206,20050710020103,20050810030427,20052110040214,20055120170104,20060210010504,20060310010305
315809176967675648046080846848282242806|20040110110407,20040410020208,20052110040106
92320556178435168406628226484800600224|20040110110407,20040210010229,20040310010508,20040310130114,20040610080117,20040810030209,20042110010813,20042110010826,20050410080202,20052110011016
187583968431761002400064880080220280808|20040110110408
201471649107488842268044484862680048862|20040110110409
2125252790962767244822064008666424622|20040110110409,20040310010226,20040510010140,20040910040117,20040910040228,20050110020223,20050210030327
104306200899930560062266222004088860666|20040110110409,20040210010706,20040310040218,20040410020203,20040410040118,20050110010412,20050210030323,20050410070115,20055120610209
130112116595014826648866688240228224682|20040110110409
72242259830743184866204248886822008240|20040110110410
14769214826389516808206844468026002004|20040110110410,20040210010825,20050110110114,20050110110223,20050110110307,20050310120129,20060111190128,20060310140228,20060610040222,20061110020120,20061110030107,20061110030123
199289399803020842684060204224006684466|20040110110411
146848246549935360068848442406864004028|20040110110411,20042110010425
63758931302052760606682642604888462086|20040110110411,20040210010306,20040210010428,20040210030106,20040410010128,20040410020103,20040710040112,20040710040113,20042110010802,20050310140110,20055120190206,20060310140204
36883546643857818284266008602684422402|20040110110412
149131405450979008804628402224800242626|20040110110412,20040410070231,20040710040118,20061110020122,20061110030109,20062110020105
139010422145817760642008242824040208688|20040110110413
141844223273147520080264682246028084642|20040110110414
90968891037485808264888642660686242448|20040110110414,20050710020112
98895641693591840628026208408068468880|20040110110414
267881325916425920820660680406602206426|20040110110415
305074169414584986240062622286228008242|20040110110415,20040310110205,20050110160129
102594804335503082488866642482444088286|20040110110415,20040610040112,20050110170211,20050310010331,20050410010319,20055120180122,20060310040105,20060610080213,20060710050105,20060910010124,20065120050101
332170615622937188024064060688848608888|20040110110416,20040610060111
327706008499577044808648842088420604864|20040110110416,20040810030105,20052110010231,20055120170206,20055120180143,20055120180242,20055120180339,20055120190108,20055120190140,20055120190208,20055120190240,20055120230148,20055120230149,20055120230249,20055120340317,20055120370133,20055120380241,20055120380338,20055120610153,20055120610215
338542702352953582640026286226808608400|20040110110416
72806850706002352228204862688022040684|20040110110417
158128069224350304402680266824860866860|20040110110417,20050110011031,20060310060326
81916531046264864628000224848624062022|20040110110418
215259219800457526880284888668880440204|20040110110418
12235910341822804888248806620264228806|20040110110419
280142071139664726468804266066864860262|20040110110419
78802027343842346460622668482808800008|20040110110419,20040310010307,20040310140232,20040610080121,20040610100204,20050110010914,20050310010303,20050710010119,20050710010128,20052110040207,20062110010506,20062110040304
24186855837648904426888446608460284464|20040110110419
269461792126714806840808840822062822624|20040110110420
321972781921622528082004084208202808488|20040110110421
270438130801683924866426208442440066286|20040110110421
34666088360749300260008664222406464820|20040110110421
196281464708430560480004486284066802446|20040110110422
56472057641919498000662440228884884468|20040110110422,20050310040110,20052110010712
93456966908749408400020820466064600028|20040110110422
213792585207692564068026626442228004028|20040110110423,20060111200129
66166062070259984844048888402604480020|20040110110423
287602956720981846464220682646062028448|20040110110424,20040110110516,20040610080120,20050210010115
335482836089341642826428066268662466082|20040110110424,20050610040112
267044570985267562448660288026682666022|20040110110425,20040310100223,20040410100124,20042110010224,20050410110224
186273494663934006824860646640660266060|20040110110425,20050110110301,20050110110302,20050110110303,20050110110304,20050110110305,20050110110306,20050110110307,20050110110308,20050110110309,20050110110310,20050110110311,20050110110312,20050110110313,20050110110314,20050110110315,20050110110316,20050110110319,20050110110320,20050110110321,20050110110322,20050110110323
298950731173693322680440628846686446084|20040110110425,20040310010111,20040310010221,20040410060203,20040410060204,20040810010110,20042110010524,20050110090106,20050210030310,20050911010132,20052110010110,20055120170134,20055120170319,20060310010311,20060410060315,20061110020123
118502812070571168642488040004668486026|20040110110426,20052110010414
128357088825916320604848246426866666606|20040110110426,20040410010218,20040510010224,20040810030224
183446688245151562208644242824486688680|20040110110427
59031205654511040060286286220080884086|20040110110427,20040710010229,20042110010428,20050710030128,20052110020235,20062110010328
221979334800861204004408444482280882682|20040110110427
244603913207437760868428000644660808260|20040110110501
237969406036252362824888480208826826088|20040110110501
122523039299354922622400222284602684406|20040110110501,20040210010724,20050110011013,20050610040128,20050610080118,20055120340238,20060110150104,20060111080401,20065120110214
171813031493496906246444208440022044824|20040110110502
57706619752522584660684840806464220886|20040110110502,20040210010611,20040410060244,20040610040512,20052110010517
17092839475211750404822884000628884424|20040110110503
178838018265234848608482420048600246044|20040110110503,20050710040120
60179307944953146206400820428888406468|20040110110504
168468679385704106646866680000482266064|20040110110505
166976846323391082408266804440640282448|20040110110505,20042110010320,20042110010519,20050110010209,20050210110217,20060410010306
107583449731296224424606482606040662480|20040110110505,20040310120202,20050110020218,20055120380315
296043878486357440860424286220682804446|20040110110506
18666487869990100282488088680464620466|20040110110507
38103682570155336480682000008282422246|20040110110507,20040110160101,20040110160218,20040210010107,20040210010421,20040310120220,20050110160128,20050310010228,20050510020214,20050610080120,20050810010204,20050810030217,20060111010215
270437041134645002044020826626206682206|20040110110508
312147780295395200464884420488680044280|20040110110508,20040310040222
190081502426020160886622608806268622484|20040110110509
41182650855243312886482444824864208488|20040110110509
219427179452112202882440040600200666024|20040110110509
66334506048077306262084868284648868866|20040110110510
3076838895248606088268684004482400088|20040110110511
338576288030152128860260648820002468042|20040110110512
120839658422383264660604640462846444802|20040110110512,20042110010207,20050310140201,20052110010606,20052110040212,20060111080404,20060810030211,20062110020106,20065120040225
295680229182263242842040640600860664864|20040110110513
6509554869133926400084682284684426060|20040110110513
193241378121124288868084660868004608240|20040110110514
158548155434564202408088602648244462886|20040110110514
38254400154748600620246406466660600488|20040110110514
37322999709962184486602260824486280440|20040110110515,20050310100125
109960801427486720000808880624062024424|20040110110515,20040310010508,20040310040212,20050310100101,20050911010204
97666244111520768008006882284282220024|20040110110515,20050110170122,20050310040223,20050410010313,20050710010121,20050810030330,20052110040221,20060110030309,20060111080103,20060210010506,20060510020127,20060710050106,20060910010306,20062110040221
314031445026205204080688088208882200860|20040110110515
135490880634441002620222268804820864664|20040110110516
117181921649107888282622062426466662242|20040110110516,20040110110619,20040210010449,20055120170117
114480744065894048446084088842844466428|20040110110516
308528924985505380086264664824402228242|20040110110517
272064117442272768022206602804486648606|20040110110518
58567560581464704086286648244444888486|20040110110519
234463136355731606644060000868484688884|20040110110520
158841950944404906602826806026442486628|20040110110520,20040210010324,20040310010209,20040610090202,20050110170215,20050410040119,20050710040210
57358801875598818644024486024066406640|20040110110521
310396374855757322080028642626286060206|20040110110521
33691092669182636888006408286242846606|20040110110522
279518611674529988426828282082682488282|20040110110522,20061110020115
623179475667066644262626028664684060|20040110110523
163279948726495082444044480466028886666|20040110110523,20040210010701,20040310010207,20040310130104,20040610090117,20050110030212,20050310010427
59703294134223232082868082260422206644|20040110110524
156674631110881440640042862466048028808|20040110110524
66891083811576666886644880608682222282|20040110110601
294190852452544184248424824622220608602|20040110110601
195779303699747008808640262260808842844|20040110110601,20042110010801,20050110170111,20050310060223,20055120260103
66809874376072512048242466022426886688|20040110110602,20060210030128
251023651961860522604064044280680688420|20040110110602,20040110150109,20040410010407,20040410100119,20040710020115,20040710020230,20050110010931,20055120130249
302260377415907968408626400488088224668|20040110110603
47968982514945938420668626224400882860|20040110110603,20040210010215,20040310010614,20050310010430,20050310120126,20052110010128,20052110030232,20055120340202,20060810010220,20060911010123
174378695055225984080860420462660024866|20040110110604,20040310100201,20040410010107
226760847420994586282080622088082002220|20040110110604,20040210010112,20040310130107,20040610040302,20040610080215,20042110010417,20050110160103,20050310140419,20050710040203,20052110011113,20060210030201,20060310120101,20060810090207,20061110020202,20061110030115
306404078984860388402048088046242022668|20040110110604,20040410070130,20042110010121,20050210011004,20050410010233,20065120170106
189034694808211168488084846428420004880|20040110110605
19657463896414420226260684440262260408|20040110110605,20040410030105,20040410090228,20042110011003,20050110180222,20055120190124,20062110010108
310764512990461440022020680844484086622|20040110110606
250317501766444726882084628844082620648|20040110110606,20040410010410,20050110030113,20050110180216,20060210010210,20060810030113
130160015004035040426084046046846844624|20040110110606
34274792749021044266666642068064020242|20040110110607
147294894345261248224224826646686864608|20040110110607
337579113098853046880486826008806846284|20040110110607,20040210030225,20040410070118,20040810010121,20050210030114,20055120380327
28919015132163700242662204820240624806|20040110110608,20050110030109
40542750049162000840404682460004880242|20040110110608
52470396142147000628486442684446240060|20040110110609
338933568505803182222602424604808428406|20040110110609,20040310130203,20040510010105,20040510010106,20040510010128,20040510010213,20040510010214,20040510020102,20050110110124,20050110110207,20050110110208,20050110110317,20050110180116,20050510010220,20050610040113,20060510020116,20060510020202,20060510020214,20060510020215
146796198169013728422602022664822404820|20040110110609
333197149946314368404466806428068004044|20040110110610
256746177986019924246480684882802208406|20040110110610,20042110010617,20050210010315,20050210011009,20050310140329,20050410010305,20050410040228,20050911010130,20052110020221,20060210011019,20060210030115,20060410030130,20062110010614
283029792000110848066800240220400022028|20040110110611
63628137222307264060202440804668622826|20040110110611,20042110010305,20050110010730
35195798181311896600444204040608648882|20040110110611
224745900968278282060426622220060688028|20040110110612
22335515190004156844848200440244882408|20040110110612
315173009910049526048062266608662642006|20040110110613
34342805390417032422440606802886682042|20040110110613,20040110110614
33095144883029676888682820482262824226|20040110110613
42438871028526576820448264224440820426|20040110110614,20050710010104,20052110010321,20060810010226
136785981899917546486862860440222484682|20040110110614,20040410080124,20040610090224,20050410030103,20055120130245,20055120180143,20055120610149
223196600997611882442284406482886084620|20040110110615
173815155548507200260608400882266088806|20040110110615,20050810030312,20052110010207,20060110160201,20061110020218
106644355715414880668842406228800486660|20040110110615,20050310040110,20055120170217
215625801125519360000884202264062220628|20040110110615
301772240779144960044666608068822208242|20040110110616,20050110010129,20050210030328,20050310010322,20050410010324,20052110010610,20052110020236,20052110040233,20060210010505,20065120110125
118872982282848544628666228820608208286|20040110110616,20040210010230,20040310130103,20040310130123
186745188762605408466224800008420262464|20040110110617
240172773540366586646622600440048420066|20040110110618
284893492901701568848682062428644806604|20040110110618,20040410080105,20040610040413,20040910040206
1880784361362891620240288048660440464|20040110110618,20040410060103,20040610040312,20040610080108,20050310140118,20055120180224,20065120190101
99112311291261408646884664824060886828|20040110110619
313211638167271562420400002260880280248|20040110110619,20040510010123
50997077619371978064082604886442606486|20040110110620
333950848106425206620028240228446668240|20040110110620
74069277041320378284446028064062042020|20040110110621
137068764397873104864244400644804208066|20040110110621,20040510010124,20040510020109,20040510020110,20040510020111,20040510020112,20040510020113,20040610040212,20040710010118,20040910010108,20040910010207,20042110010403,20050410010227,20050410020103,20050410040122,20050510020101,20060510020213
67473355065064792664608420000062008806|20040110110622
319962097304219008608624086822846680460|20040110110622,20061110020110
94215703583285226426824426024422060446|20040110110622,20040210030125,20040310130219
71745433227837978848024808424426004642|20040110110623
280896964704343562028666868284882288224|20040110110623,20040310120222,20040710030103,20040910010212,20050210010226,20050310010202,20050310010509,20050310140324,20050410030125,20050610040122,20050710020102,20052110030226,20055120610131,20060310010518
327172275652765322400686442006206088420|20040110110623
305159680698763182208400446088644408024|20040110110624
71267880608570960882244660406008402644|20040110110624
14006730739042412226080028664226620842|20040110110624
48551307448602418468884044400242284240|20040110150101
136423076143983802226846846426024606284|20040110150101,20050310140403,20052110010112,20060410080113,20060410100102,20062110011010
70203342767332746024206002046200446648|20040110150101,20050210010911,20050210110113,20050210110208,20050310140213,20050410070225,20050410110112,20050610040208,20052110010304,20052110010609,20055120170238,20055120180325,20055120190102,20055120190337,20060110070105,20060310010626,20060610080215,20060710030223,20060910010204,20062110030103
119013199123795504248608244428686626286|20040110150102
62368307719379058406464622022642486282|20040110150102,20040310100202,20040410070222
231528373845065206080486806440466608822|20040110150103,20060110160217
118720555840849802028248604046284268488|20040110150103,20040410020216
199394300108306080668246002600202206424|20040110150103
266318257880715840246840806402244024028|20040110150104
241808168590050966668684686224024688404|20040110150104,20040110160117,20040310010623,20050110010822,20052110010310,20055120250106,20055120260119,20055120260153,20060110170115,20060310120111,20061110030116
336100824609014848266682008626820444868|20040110150105,20050410110213
135425579951634602640288222486208806842|20040110150106
79622422688265786208860826220204004060|20040110150107
24804936159470440408824868026068480064|20040110150108,20040210110102,20050410100105
137433418007957306208282268480486286628|20040110150108,20040310100119,20040910040110,20050110010417,20050110010615,20050310010420,20050410060209,20052110020116,20060110090301,20060110150205,20060111010116,20060210030317,20060210120105,20060310120204,20060310140204,20060410060305,20060410100115,20060710010224,20060710020107,20060710030123,20060810090217,20060910010211,20065120070104,20065120090123,20065120100122,20065120100123,20065120120115,20065120190118
217179237475550080024088044240448408468|20040110150108,20040210010217,20040910040104,20040910040214,20050410030115,20050410090124,20050610040217,20055120250147,20060110160220,20065120050119,20065120110205
310484443441462922404460806266022024084|20040110150109
158665888557327402686266048446484224024|20040110150109,20040110150120,20040210030118,20040310120119,20040410090123,20040610060111,20040610060112,20050110010524,20050310060220,20050310120104,20050610080219,20050710010114,20050710010209,20052110010105,20052110010402,20060110020207,20060110070117,20060111010324,20060111190217,20060210010421,20060210010422,20060210030117,20060210030319,20060210120215,20060310040114,20060310060216,20060410010114,20060410010323,20060410040109,20060410070210,20062110010120,20062110010818,20065120160119,20065120170106
14984440259328998404006208008066284288|20040110150110
137073320096184506224640640242240660620|20040110150110,20040610090204,20040710010113,20040810010207,20050110110412,20050310140418,20050810010120,20055120180219,20055120190308,20055120380220,20062110010321
108193015939462960208440866646222664884|20040110150111
302207205363753846468688202880006808680|20040110150112,20040410060149,20040910010221
181037083066874006666860466402284484460|20040110150112,20040310010429,20040310110126,20040810030106
126955854226853760022804446044420220204|20040110150113
208959790097075402800088060480886228040|20040110150113,20040810010129
337058679555353044868866840800448660860|20040110150113,20040410060119,20040710030132,20040910010125,20042110010313,20050710030129,20052110010817,20065120070117
213783430090156362886204244406624406462|20040110150113
318793476935388928044224664086420002280|20040110150114
169449403940975200402864046628826660042|20040110150114,20040210010408,20040310040221,20040510010156,20050410010104,20050910010129,20050910010324,20052110010131,20060310110202
178313362600906464488042248402420602004|20040110150114
19949996053224052208822640284448042604|20040110150115
200016606825324726808042888064802642608|20040110150115,20040410060201,20040410060202,20040410060203,20040410060204,20040410060205,20040410060206,20040410060207,20040410060208,20040410060209,20040410060210,20040410060211,20040410060212,20040410060213,20040410060214,20040410060215,20040410060216,20040410060217,20040410060218,20040410060219,20040410060220,20040410060221,20040410060222,20040410060223,20040410060224,20040410060225,20040410060226,20040410060227,20040410060241,20040410060242,20040410060243,20040410060244,20040410060249
192842225049740406080402040846206442086|20040110150115,20040610060218,20040910040222,20042110010310,20060410040219
292801229005545728064286806284268446884|20040110150115,20040310010305,20040610040418,20040710030110,20050110010824,20050110110104,20050310010431,20050410060124,20050810030204,20055120180237,20065120040236
310508799729848000888000268000260848606|20040110150116
259744293823014208220200626680824628664|20040110150116,20040310100101
130940474604138288202420042264848224866|20040110150116,20050110010728,20050110160212,20050810010205,20055120230125
190056015985083680620006228844466684460|20040110150117
2763862275705229800484406206646466828|20040110150117
42145369242447136020260266400640202822|20040110150118
192628668381257280248060066082824468084|20040110150118,20040110160207,20040210030112,20040210030219,20040610100117,20050110020110,20050110030101,20050110070218,20050110180224,20050210010622,20050210110232,20050310010121,20050310010617,20050610080213,20050810010108,20052110010404,20055120180243,20055120230237,20055120260140,20055120380140,20060110070121,20060110150212,20060210030313,20060310100113,20060810090215
45644269648720738660648822006440424880|20040110150118
112740773919789120046464400844608468266|20040110150119
290286338822087444042884248868884662648|20040110150119,20040210010716,20040310110218,20040610040428,20042110010102,20045120320153,20052110020130
119451244860253962040482446206044624000|20040110150120
51972282405148018408604626006824804644|20040110150120
247270019006387008200866664044484408462|20040110150121
68226900188120984604688248040420460406|20040110150121,20040310100102,20040810030129,20050510010131,20055120250102,20055120260148
110290835332414042824840084640260688602|20040110150122
43106112205195944466602446044664826484|20040110150122,20040310010217,20040410010412,20050210110124,20050510020128,20060210030112,20060310010112,20060710020223,20065120120113
36686757377853944684068660802828642220|20040110150123
86004109594507386248426082204280424|20040110150123,20040410020126,20040410080125,20040610040230,20040810030221,20040910040216,20050110010309,20050110011028,20050310100109,20050310110214,20050410070112,20050710030128
163359455287032544480022620448886824060|20040110150124
186352250744465206208262266228402022042|20040110150124
143636418330099104608408208424006022286|20040110150124,20052110040231
84740250871646432486802048200662286488|20040110150125
157015245679372608206840642426268068008|20040110150125
150360086399404106820400884060686464004|20040110150126,20050210011029,20060210010125
245896000228294966280826000846228806200|20040110150126
58262634020372504684822062202800886026|20040110150126
33485782778429504066066680800062828044|20040110150127
184549486282980886680400804226606644026|20040110150127
254302263562710720820466046202648644480|20040110150127,20040610080102
26254995390796032002408620040662422244|20040110150128
95819265302510746864640862606460408868|20040110150128,20040210010802,20050910010117,20060310100216,20060310120219,20060510010233,20061110020122,20065120120202
39878785489034432068400044202868240682|20040110150141
133433385988580528226648066280206620246|20040110150141,20040210010625,20040610090241
304460620354305784404042826482688006426|20040110150201
328895212096382164804646024840802446204|20040110150201,20040610060119
271931397641417408886480284022088088620|20040110150201,20040310010601,20040610080118,20045120320244
17643238333981690628022220420606280840|20040110150202
111053815498719024208882888848464042846|20040110150202
339855078647437844082606040860642884288|20040110150202
145305722307172704448222444684606880860|20040110150203
335316458984449364220840206000006620040|20040110150203,20040210010314,20040210010811,20040210110213,20040310010201,20040710020224,20050110010501,20050310010108,20050310010608,20050310060108,20050710030123,20052110010503,20052110010612,20060710020105
189302379052531924808202046662606448468|20040110150203,20040310040113,20042110010219
308720354174606006880806020622244802000|20040110150204
227699002195879606226882820648220246882|20040110150204,20040110160129,20045120140132
134317244811334506468646248848606260684|20040110150204
211283412075242922602222886064406620208|20040110150205
160090623670365920488264020846828864080|20040110150205,20040210010709,20040210030427,20040910010211,20050310100206,20050310120207,20050410010203,20055120170315,20055120610112,20060110170222,20061110020226
80856974063829424228882242202202086426|20040110150206,20050710030102
169287096866862346062284666486202828086|20040110150207
165036102309212000460206462042404606820|20040110150207
76710707581052752886468864866828606862|20040110150208,20060410010108
336956888356052186642624204026848488422|20040110150208,20050110170221,20050310040116,20050410110124,20050810030226,20055120340217,20055120380121,20060110070119,20060110090302,20060210010724,20060210030101,20060410060215,20060710020101,20060710020221,20065120090126,20065120120213,20065120160120,20065120200123
32462206279689438226842248668022280420|20040110150209
19909609080292828866648606684686064240|20040110150209,20050110010920,20050110110418,20050410030107,20050510010225,20055120230234,20055120380219,20060310040205,20060710030202
192893598362885046846466224468280866886|20040110150210
19175575402847000604420866466842002480|20040110150210,20040410040114,20050510010102,20055120180138,20055120260156,20065120060130
5647712061846290688848846886826604800|20040110150211
316325920669572160260424242020202006040|20040110150212
260396695216185784280086482484844244686|20040110150212,20040110150222,20040310010717,20040610100105,20042110010806,20050210011029,20050310010525,20052110020134,20055120190314,20060310140227
100264288161044608088682206208824260046|20040110150213
101102455674628608004024600424826242280|20040110150214
66771636406370880040826064822828600246|20040110150214,20040210010728,20050410060230,20060410010126
135975274578312762264844462286284622424|20040110150214,20040410010430,20040410080134
142408175919244448642264048246426208682|20040110150215
316235127513789524264080246646480642244|20040110150215,20040410040224,20050410060231
199011047900383242004682062002880666026|20040110150215,20040410020105,20040410090112,20040410090221,20040610100101,20050110160213,20050210011005,20050310100214,20050610040414,20062110010727
318549694123863444608020826224226022684|20040110150215
263271495177687126426686420244068046408|20040110150216
271556102690331588462884042228248886688|20040110150217,20050410060118,20050410110205,20060510010209,20061110010202
100317025426062522226286424000006680408|20040110150217,20040410030108
99226224015223402408600820086266608022|20040110150218
172186343179562720488240222688422048860|20040110150218,20040410010425,20050110010310,20050210030210,20050410090118,20060110090107,20060111010108,20060310010104
81977619716008458004022400082642004020|20040110150218,20040510010143,20040610090114,20050310140308,20052110010206,20055120230224,20055120380336
142651124916083024880848228464624024664|20040110150219,20040310100205,20052110040128,20060310010424
269862712517069524880440622600000824444|20040110150219,20040310010220,20040410040214,20055120260108
331207274486197002048462020684000006864|20040110150220
216097767173764406888068682860220884068|20040110150221,20040410020117,20050610080228,20055120230151
204056638024257526000408628686242602884|20040110150221,20040410060147,20042110010411,20055120610123,20060410080214
39747561409526320886886862648866224688|20040110150222
187746098318156128448460864482044600844|20040110150223,20052110010713
231315525174602048228480022264240024864|20040110150223
107234756052677760080048086080624066048|20040110150224
233653492963138584620600226864408260266|20040110150224,20040210010614,20040310010524,20040410040125,20040710010208,20040810030123,20040910040217,20042110010130,20050110010912,20050110070223,20050210010506,20050310060204,20050410080109,20050410080110,20050510010227,20052110010231,20055120170109,20055120340418,20055120380210,20060310100206,20060310120125,20062110010518,20062110010808
216708742346526122608240822028800842206|20040110150225
304374619417968768482640264004026202000|20040110150226
32757660083153000400866244064484488006|20040110150226,20040410020111,20050110030226,20050110160210,20050110170208,20050210110129,20050310100105,20050310140214,20050410070124,20050810030411,20052110010529,20052110010906,20052110030137,20052110040110,20052110040136,20052110040236
260419383660012986446066282048688286648|20040110150226,20040110160217,20040310010609,20040310130121
27374065267361224486864000422820804624|20040110150226
3377254500033147880048204882828262200|20040110150227
224114287303730602602200866806626460842|20040110150227,20040310130224,20062110010230
315910390201133322060082686620020228004|20040110150227,20050510010104
290887728013286848866084288260840086668|20040110160101
155826869917185728804060228622008288206|20040110160101,20040110160102,20040110160103,20040110160104,20040110160105,20040110160106,20040110160107,20040110160108,20040110160109,20040110160110,20040110160111,20040110160112,20040110160113,20040110160114,20040110160115,20040110160116,20040110160117,20040110160118,20040110160119,20040110160120,20040110160121,20040110160122,20040110160123,20040110160124,20040110160125,20040110160126,20040110160127,20040110160128,20040110160129
316126544313377162606848246822626804840|20040110160101
155835128269420042006824400202208268200|20040110160102
24107686160206816082402268668422244846|20040110160102,20040310010613,20050110160109,20050610040219,20050610080217,20050710010225,20050710020212,20055120190134,20060110160103,20060210030220
49913571827575912404462242084066686660|20040110160103
246791234393303764822866888446044688002|20040110160103,20050110010325,20050110010420,20050310110116
309684019951151764666464680400424086820|20040110160104
205090497655832886880284268462022224204|20040110160104,20050410010326,20050810010127,20055120190311,20060110020208,20060210110112,20060310140217,20060810030214,20061110010214,20062110010801
318429907185041784064046626224686808800|20040110160105
103335778048433008246222844066404002228|20040110160105,20055120180211
237772467773982966060888224808084426840|20040110160106,20040510020103,20050110150208
10709207718956650646220086020200866646|20040110160106
179642758551786560244842402064840046862|20040110160106
180268529169391082422200884486488488664|20040110160107,20040410030128
56232385945541312062088026806442686864|20040110160107,20050710030218,20052110040101,20060110020101,20065120030115
164336375755014026028026448668442646804|20040110160107,20040210010101,20040210030325,20040410020206,20040610090110,20040710020109,20050110150216,20052110010921,20060210010426,20060710030117,20062110040306,20065120010134,20065120040123,20065120110222
55512941233880080286220640864466602260|20040110160107
265115664470129188868626004808842228046|20040110160108
34472837616958792480440420820684400606|20040110160108,20040210010708,20040310100208,20040310110208,20040410080121,20040410090201,20040410100101,20040810030109,20042110010309,20050110010405,20060510020210
315756590319798164680646224082646404068|20040110160108,20040210030327,20050810010225,20055120190138,20065120100105
111590838573923664882442884664620808286|20040110160108
69186829725246986004420422866006202082|20040110160109
168738374637204608080224824288082202040|20040110160109,20040910040212,20042110010401,20050210010322,20050710040213,20050911010109,20065120070129,20065120110212
161621497431349546628068602660606442882|20040110160110
94365252189155722026680060860022088606|20040110160110,20040910010243
308539423055316800208004842220888266024|20040110160111,20060710050127
222420131935186368864800808880800480068|20040110160111,20040210010241,20040210030426,20040410060142,20040610080122,20060110030110
93254645843350560686648088660808600428|20040110160111
98823186233006528068426688428246886820|20040110160112,20040210010820,20040310040212,20040610040522,20060111010114,20060310010215,20065120070122
139946863908918880400620880046246680268|20040110160112,20040210110130,20040310040208,20040710020226,20052110010423,20052110011008,20055120380325
4024796346939800026842226228688446624|20040110160113
118412812157358128246624886624866428282|20040110160113,20040210010801
239730003647650646462846268008406866226|20040110160113
27707100937148058060682024680642608068|20040110160114
144373559567768362626006226284600082080|20040110160114,20040310010626,20042110010429,20050410040128,20050510020121
221593404573888448842882642422048660882|20040110160115
253659202531492448402604666086844064686|20040110160115
231123414474920640828220864642824664620|20040110160116
327572072832604782026864600286480426028|20040110160116,20050410060219
256021462064335766688680066684062668446|20040110160116
140170599720494986022446244280268644646|20040110160117
214464147147297642468680820084848800422|20040110160118
159123617402593344268640248020644604622|20040110160118,20040210010731
168790499221646602046004460446620464000|20040110160118
114875276418283600820026860420224620226|20040110160119,20060210010423
192419395639117684466486860400228806822|20040110160119,20040210010117,20040810010104,20040910010211,20050110170104,20050210010319,20050210010517,20050310010219,20050310110102,20050310120121,20050410010312,20050410060208,20050710030109,20060110030215,20060110070205,20060110170103,20060111010320,20060210010315,20060210120203,20060310010215,20060310010502,20060310110205,20060310120121,20060410090123,20060610040102,20060810010203,20060810090114,20060910010223,20065120010125,20065120030208,20065120030221
154661560026641408008266268848600688864|20040110160120
191982326613707124442864608264220646684|20040110160120,20040110160126
47754460281444066648884084420846684246|20040110160120
274896246557331982604244882262260628882|20040110160121,20050110170212,20062110010609,20062110020124
18131469993439412204044244604482468442|20040110160121,20040610080202,20042110010103
126444072676718944442444824686468460802|20040110160122
171052319509654688642408822288820088664|20040110160122,20040710030107,20042110010821,20050610080206,20060210030213,20060410030106,20065120050112
48694154085825144684404006060804804426|20040110160122
57721285287509746422842680642004220446|20040110160123
263078867651456768046664864666220068428|20040110160123
213036716522122080462648408484848444284|20040110160124
315134512501414006646480666220282804684|20040110160124,20040610040442,20040610080125,20042110010128
123861192293781168220648642666280820080|20040110160124
155388777244033120404646000088082682440|20040110160125
264708032849447444026424004444002628406|20040110160126
88532974508011258266600882202604408668|20040110160127
154430025366805184222486660202068660888|20040110160127
315936574121762788628866006204664464440|20040110160128
86041368384127680062806086864402622444|20040110160128
97097533817546528624824288648064044622|20040110160129,20050110150202,20060410070216
293790558692074806220288844860628848406|20040110160129
325345596911158602220022622026204462280|20040110160141
251672898636719384648224040402084460080|20040110160141,20040210110142,20040610080219,20040910010206,20042110010201,20050210110112,20055120180111,20055120180232,20055120380130,20060210010725,20065120040239,20065120040247,20065120170139
98865484383094762642888802080466464682|20040110160141
234781027782668404424288846606668266864|20040110160201
186146059812074240042664028460080280824|20040110160202
45719779269397226080082600088840802668|20040110160202,20040710010205,20042110010416,20052110010812
152462686623440320286060882480644428860|20040110160202,20040410100110,20050210110201,20050710020111,20052110010824,20052110030118,20060110170112,20060210030121,20060210120117,20060710010225,20062110010923,20065120150112
803081814186318720628642262820602860|20040110160203
183167293064095124024460840044482800660|20040110160203,20040310010707,20040510010118,20040510010208,20042110010113
78521296663801824426284648222486042822|20040110160203,20040410100113,20040610100121,20050810030408,20055120190218
274382911083094528088840086266688084808|20040110160204
148465160817712864488488608284648064002|20040110160204,20040210110213,20040410020205,20040410060225,20040410090209,20040710010105,20050110150110,20050210010116,20050410020104,20050510010205,20052110010833,20055120130121,20055120170142,20055120170305,20055120180218,20060110020215,20060210010315
166570945886261962806660822826046422822|20040110160205
322687538935434560226228446200468682466|20040110160205,20040210010106,20040210030312,20040210110124,20040410110130,20042110010414,20050110110126,20050110170121,20050410010107,20050910010302,20055120130218,20060210030226,20060310040222
192592119413732608062224080406884048262|20040110160206
225538090661400724082466846224426444208|20040110160206,20040210010212,20040410100141,20040610060224,20042110010309,20050710030124,20052110010303,20052110010523,20052110010532,20052110011022,20055120190303,20060710050108
146524108373347104626604686868440284048|20040110160207
106318304889242144682264600422442426684|20040110160208
